id,Rent,livingspace,NoOfRooms,lat,lon,distanceShop,dum_balcony,dum_builtinkitchen,dum_floorplan,dum_garden,dum_privateoffer
1052772,428,58.549999,2.5,51.465012,7.0708599,3.8432355,1,0,0,0,0
1052773,608.25,81.099998,3,51.510029,6.6664901,0.094968714,0,0,0,0,0
1052776,345,69,3,51.74556,11.95598,2.687721,1,0,0,0,0
1052778,340,23.129999,1,53.593788,7.1923299,0.18492091,0,0,0,1,0
1052780,330,59.459999,2,51.454922,7.0300999,9.4711895,0,0,0,0,0
1052781,639,122.99,5,52.159721,9.9552202,9.9948664,0,0,0,0,0
1052783,499,66,4,50.422112,7.5475798,1.4150202,0,0,1,0,0
1052784,355,64.540001,3,51.340542,12.42988,9.5778818,0,0,1,1,0
1052785,215,37,1,50.830078,12.08599,3.285486,1,0,1,0,0
1052787,199.75,42.5,2,50.75201,13.79754,1.5708176,0,0,1,1,0
1052790,865,118.65,4,51.3517,12.40783,0.058172595,1,0,0,0,0
1052791,617.5,65,2.5,53.734581,9.9119196,1.3803713,1,1,1,1,0
1052792,282,59.400002,3,53.18259,13.66174,0.99185151,0,0,0,0,0
1052794,274,54.73,2,51.193611,14.44918,5.7317915,1,0,1,0,0
1052795,299,49.25,2,51.176682,14.44441,9.3194208,1,0,1,0,0
1052797,550,79,3,51.3894,9.4557505,4.6612782,0,0,0,1,0
1052798,1080,103.1,3,51.341808,12.3837,1.6451424,1,0,1,0,0
1052800,250,48.5,2,51.15242,13.46081,5.118741,1,0,1,0,0
1052801,200,32.310001,1,52.603359,11.84819,0.28240761,0,0,0,0,0
1052806,225,49.599998,2,50.540031,12.30428,4.9423656,0,0,0,0,0
1052807,435,78.800003,2,51.345348,12.44461,1.923499,0,0,1,0,0
1052808,695,69,2,50.770939,6.09266,6.5166435,1,0,0,0,1
1052809,290,57.880001,3,53.596951,11.44759,8.6167955,1,0,1,0,0
1052811,300,71,3,50.8633,12.95649,0.303188,1,0,1,1,0
1052813,785,74.610001,2,53.144852,8.1835403,3.4661446,1,1,0,0,0
1052816,620,71.860001,2,47.665161,11.04969,7.878643,1,0,1,0,1
1052817,700,140,5,50.824551,12.92511,0.083806112,0,0,0,0,0
1052818,677.62,94.099998,4,53.587139,9.4713697,5.050036,1,0,1,0,0
1052819,540,85,3,51.549599,7.3097801,4.3142228,1,0,0,0,0
1052823,665.54999,78.300003,3,53.052341,8.7382097,6.8696909,1,0,1,0,0
1052824,810,81.529999,3,53.144852,8.1835403,1.9171917,1,1,1,0,0
1052826,395,60,2,49.247269,6.9549599,2.6716802,1,0,0,0,0
1052827,289.5,59,3.5,51.485901,7.0805602,5.5319328,0,0,0,0,0
1052828,250,50.610001,2,51.35088,11.96928,4.799921,1,0,0,0,0
1052831,450,78.809998,3,50.832588,12.8989,0.13191023,1,0,1,1,0
1052832,190,34,1.5,50.840912,12.07463,0.38582632,1,1,1,0,0
1052836,257,57,2,50.733299,12.922180000000001,2.1866958,1,0,0,0,0
1052838,1425,46,2,50.122059,8.6965199,3.4622033,0,0,1,0,0
1052843,262.44,58.32,3,50.631882,10.71003,1.1138262,1,0,1,0,0
1052844,480,71.379997,2,50.779202,6.10919,6.1220884,1,0,0,0,0
1052845,395,73.300003,3,50.717999,12.48469,7.8578243,1,0,1,0,0
1052846,292,53,2,52.095459,11.64773,2.034493,1,0,1,0,0
1052847,370,52,2,51.763409,7.91113,5.2415786,1,0,1,1,0
1052848,1500,115.64,3,52.36095,9.7156601,3.5629187,1,1,0,0,0
1052850,322.19,58.580002,3,51.357929,8.3926697,7.4918833,0,0,0,0,0
1052851,379,58.299999,3,53.590012,11.3962,1.5228788,1,0,0,0,0
1052852,1022.04,120.24,4,49.979568,8.4066,3.2546237,1,0,0,1,0
1052853,490,92,4,51.074741,13.01103,1.4891278,0,0,1,1,0
1052855,329,65.769997,3,52.037350000000004,11.23326,6.3481498,1,0,1,0,0
1052856,298,48,2,52.03582,11.23686,2.6737506,0,0,1,0,0
1052857,680,130,2,51.601688,7.5290198,7.6230721,0,0,0,0,0
1052860,485,81,2,50.835659,12.90541,4.8336029,0,1,1,0,0
1052861,422,78,3.5,51.716869,7.82096,7.7675028,1,0,1,0,0
1052862,464,91,3.5,51.716831,7.8209801,1.5744708,1,0,1,0,0
1052866,495,90,3,49.199348,7.6037102,0.82134366,0,1,1,0,0
1052868,526,73,3,52.652328,10.09756,5.7031312,1,0,0,0,0
1052869,206.7,27.559999,1,54.151508,12.06422,4.1283002,0,0,1,0,0
1052870,399,35,1,48.35886,13.31494,0.9299916,1,1,0,0,1
1052871,440,75,3,51.339329,12.16931,3.148355,1,0,1,0,0
1052872,347.70001,57,2,51.368778,12.33727,6.6349998,0,0,0,0,0
1052873,303,58.299999,3,53.591599,11.46539,5.0611296,1,0,0,0,0
1052875,350,65,2,51.527721,6.9416599,3.7263882,0,0,0,0,0
1052876,379,58.439999,3,53.591492,11.46557,7.1354809,0,0,0,0,0
1052878,303,43.48,2,53.59116,11.46464,0.39819703,0,0,0,0,0
1052879,270,62,3,51.256962,10.89868,2.9077027,1,0,0,1,0
1052880,579.44,53.889999,2,51.3116,12.3785,1.1351808,1,1,1,1,0
1052883,1022.07,65.940002,2,48.134991,11.45938,7.668592,1,0,1,0,0
1052884,515,87.169998,3,50.499729,12.14226,3.0775301,1,0,0,0,0
1052887,366,66.440002,3,50.512402,12.14854,5.1780663,1,0,0,0,0
1052889,540,68,3,51.871288,12.65538,0.71473575,1,0,0,1,0
1052890,296,59,2,50.817429,12.90933,4.3363414,0,0,0,0,0
1052891,351.85001,70.370003,3,51.513512,11.9018,2.3383629,1,0,1,0,0
1052897,365,55.93,2,51.34586,12.40193,0.5982855,0,0,0,0,0
1052899,1374,91.580002,3,52.495609,13.43635,1.6686467,0,0,0,0,0
1052900,422,84,2.5,50.817551,12.90813,2.9547517,0,0,1,0,0
1052901,294,58.080002,3,53.600979,11.43556,6.5031061,1,0,1,0,0
1052907,180,32.84,1,50.817478,12.90886,1.6603005,0,0,1,0,0
1052908,185,33.959999,1,50.817478,12.90886,4.646863,0,0,1,0,0
1052912,320,57,3,51.441109,11.9822,0.71462214,1,0,0,0,0
1052915,320,57,3,51.441109,11.9822,3.9021864,1,0,0,0,0
1052916,350,63.130001,2,51.395309,12.19944,0.43030909,1,0,1,0,0
1052917,235,53.200001,2,51.598541,14.57054,1.6772449,0,0,0,0,0
1052920,630,71.5,2.5,52.265141,8.0142899,3.7865698,1,1,0,0,1
1052921,530,24,1,50.235031,8.5996199,3.0161793,0,1,1,0,1
1052923,600,29.299999,1,50.161999,8.5525103,0.66360432,1,0,0,0,1
1052924,440,63,2.5,51.431381,7.0081401,6.4711866,1,0,0,1,1
1052925,270,30,2,51.208248,6.3099799,0.87653458,0,0,0,1,0
1052926,218,37.599998,1,51.151718,11.79259,5.6398954,0,1,1,0,0
1052927,434,72.260002,3,51.49678,7.1202402,1.9075797,1,0,0,1,0
1052928,900,84,3,50.760818,6.09167,7.0221715,1,0,0,0,1
1052929,780,60,2,52.538689,13.48173,7.3626289,1,0,0,0,0
1052930,754,58,2,52.541679,13.48784,0.91100305,1,0,0,0,0
1052931,910,98.419998,2,48.437859,9.9404402,5.3263435,1,0,0,1,0
1052939,420,85.110001,4,52.139599,10.96438,1.6350082,1,0,0,0,0
1052940,288.97,47.240002,2,52.142262,10.95922,4.3900824,0,0,0,0,0
1052941,275,39.07,1,51.358551,12.47221,1.6666423,1,1,0,1,0
1052942,550,95,4,51.430309,6.79424,5.5805116,0,0,1,0,1
1052948,369,73.839996,3,50.821449,12.92305,3.3919747,1,0,1,1,0
1052949,255,50,2,50.8442,12.90891,1.163238,0,0,0,1,0
1052950,610,82,3,51.523891,6.7686801,0.44649997,1,0,1,0,0
1052951,438.72,46.810001,2,52.139542,10.97114,3.3622489,1,0,1,0,0
1052952,276,52,2,50.8442,12.90891,0.99719381,1,0,0,1,0
1052954,270,57.310001,3,51.48695,11.94263,5.787096,1,0,1,0,0
1052956,330,65,2,50.733299,12.922180000000001,3.8453023,1,0,0,0,0
1052957,300,55.299999,3,51.19799,12.38305,2.5557389,0,0,0,0,0
1052958,325,50,2,52.071579,8.7600002,4.8359132,0,0,0,0,0
1052959,325,50,2,52.071579,8.7600002,3.1573615,0,0,0,0,0
1052961,412,63.349998,3,52.048599,8.8000698,9.7822342,0,0,0,0,0
1052962,365,56.099998,2,52.048599,8.8000698,7.960361,0,0,0,0,0
1052963,526,81.230003,4,52.048599,8.8000698,0.87916619,0,0,0,0,0
1052967,223,55.75,2,50.787579,12.61852,8.0315285,1,0,1,0,0
1052968,500,99.690002,3,53.528221,8.5957899,8.8569775,1,0,1,0,0
1052970,511.14001,61.310001,3,49.472019,11.1042,1.4088968,0,0,1,0,0
1052971,1012.26,86.879997,3,51.31987,12.36986,1.343496,1,1,0,0,0
1052975,366,64,2,51.540569,6.7165699,2.0142488,1,0,1,0,0
1052980,470,85,3,50.904961,8.7264099,1.2975055,1,1,0,0,0
1052981,267,50.98,2,52.10854,11.58374,4.493052,0,0,1,0,0
1052984,240,58.509998,3,51.885799,12.44258,1.3632791,1,0,1,0,0
1052985,530,72.650002,2,49.451511000000004,7.78967,3.8065145,1,0,1,0,0
1052989,465,84.25,3,51.19886,12.3841,9.8399048,0,0,0,0,0
1052990,241.06,51.290001,2,50.544449,12.30653,3.6965499,1,0,0,1,0
1052993,717,73.959999,3,54.079391,13.89667,0.018015603,1,0,1,0,0
1052994,320,57,3,51.4856,11.92652,3.6983449,1,0,0,0,0
1052998,255,50.009998,2,51.198189,12.38402,8.6790361,0,0,0,0,0
1052999,490,87,3,50.721439,12.48487,6.6511497,1,0,0,0,0
1053000,450,88,3,50.81773,12.55347,7.0248523,1,0,0,0,0
1053001,199,36.009998,2,51.19854,12.38366,3.4633486000000002,0,0,0,0,0
1053002,365,84,4,51.231121,13.54651,8.0284691,1,0,1,0,0
1053003,280,55,3,51.197319,12.38332,6.9161811,0,0,0,0,0
1053004,200,30.440001,1,51.868038,12.63179,2.864213,1,0,0,0,0
1053006,305,56.650002,3,51.476421,11.90911,1.6060787,1,0,0,0,0
1053008,375.19,80.32,3.5,51.589062,7.0190201,9.6274185,1,0,1,0,0
1053010,347.20001,62,3.5,51.554291,7.0812602,0.67018116,1,0,1,0,0
1053011,347.20001,62,3.5,51.554291,7.0812602,6.7366896,1,0,1,0,0
1053015,356,64.400002,3,50.84634,12.90373,7.9537306,1,0,1,1,0
1053016,630,77,4,54.318642,10.04759,1.2518891,1,0,1,0,1
1053017,490,74,3,51.52742,7.4607401,0.81151485,0,0,0,0,0
1053020,260,40,1,50.906342,13.32028,9.8675966,1,1,1,0,0
1053022,221,36.830002,1,51.306171,13.09801,0.34006196,1,1,0,0,0
1053023,310,61,2,49.199551,7.6030598,5.2442589,1,0,1,0,0
1053026,485,91,3,51.448582,6.9850602,7.5297012,0,0,0,0,0
1053028,550,74,3,52.40052,12.54875,3.3143728,0,0,0,0,0
1053029,200,33.509998,1,52.14856,11.57501,2.6861002,1,0,0,0,0
1053030,340,60,3,51.614578,7.5675001,1.9535716,1,0,0,0,0
1053032,549,91.669998,4,51.999001,13.04776,1.3422867,0,1,0,0,0
1053034,400,67,3,51.610519,7.5736098,1.9646187,1,0,0,0,0
1053036,460,77.080002,4,51.610668,7.5734701,0.0060304529,1,0,0,0,0
1053039,192,54.75,2,51.892948,12.45661,2.997751,1,0,1,0,0
1053041,749.53003,47.139999,2.5,52.36974,9.7099304,1.4476098,1,0,1,0,0
1053042,299,58,3,51.124432,13.13998,5.0407019,1,0,1,0,0
1053044,324.57999,73,2.5,51.49448,7.0837202,0.94335651,0,0,0,0,0
1053045,495.26001,88.440002,4,52.299492,11.01662,4.0789094,1,0,1,0,0
1053048,360,64.610001,3,51.622978,7.59764,6.6042695,1,0,0,0,0
1053049,371,53,2,50.882259,11.63432,0.91486669,0,1,1,0,0
1053050,420,75.82,3,50.72229,12.4889,3.6380773,0,0,1,0,0
1053053,320,70,2,51.35714,7.4695601,0.17029916,0,0,0,0,0
1053054,500,72.910004,3,49.683048,12.13511,4.1421218,1,0,0,0,0
1053057,500,74.580002,3,49.683121,12.13489,3.7307107,1,0,1,0,0
1053058,270,54,2,50.837711,12.93472,1.5560145,0,0,0,0,0
1053062,1220,145.42999,4,50.524601,8.6621399,2.2810352,1,0,1,0,0
1053063,1690,140,4,48.526279,12.14325,7.4340181,1,0,1,0,1
1053064,360,60,2,51.27607,7.2234302,2.717303,0,0,0,0,0
1053068,490.28,108.95,3,51.829109,9.44981,0.78010255,0,0,1,0,0
1053070,307,61.5,2,51.06958,13.18228,1.1124392,0,0,0,1,0
1053072,330,61.099998,2,51.36124,7.4786,2.4279912,1,0,0,0,0
1053074,355,71,4,50.847221,12.07253,0.30644986,1,0,1,0,0
1053077,227,30.98,1,53.589329,11.46585,4.3103871,0,0,1,0,0
1053080,290,64,3,53.92487,13.15838,9.5610952,0,0,0,0,0
1053081,378,63.099998,2,52.130741,11.61637,6.0140319,0,1,1,0,0
1053082,279,62,3,51.125401,11.19026,8.0071669,1,0,0,0,0
1053083,285.5,57.099998,3,52.156792,11.63104,9.7979574,1,0,1,0,0
1053086,400,77.900002,3,51.838699,12.25542,4.0272961,0,0,1,0,0
1053087,455,52.599998,2,51.354191,12.31914,3.695708,0,1,1,0,0
1053088,303,50.580002,2,53.59116,11.46464,0.27215543,0,0,1,0,0
1053090,235,48.009998,2,50.981121,12.98199,8.8616343,0,0,1,0,0
1053091,240,48,1,50.918179,12.80592,4.3319135,1,1,1,1,0
1053092,270,36,1,51.303822,13.30356,4.705029,0,1,1,0,0
1053094,410,61.490002,2,51.713451,14.34043,2.150043,1,0,0,0,0
1053095,360,64.610001,3,51.622559,7.5962701,7.102725,1,0,0,0,0
1053096,360,62.18,3,51.62262,7.5964999,1.2009379,1,0,0,0,0
1053097,375,66.5,2,50.83984,12.89473,3.3469145,1,0,1,1,0
1053098,340,60,3,51.613178,7.56674,3.1582775,1,0,0,0,0
1053099,360,60.16,3,51.613499,7.5669999,9.8757343,1,0,0,0,0
1053103,380,64,2,50.819221,12.93406,1.4966877,1,0,1,1,0
1053105,211,41.389999,2,50.788761,12.896,2.2964101,1,0,1,0,0
1053106,360,64.610001,3,51.621811,7.5942702,2.7067199,1,0,0,0,0
1053107,281,56.290001,3,50.788681,12.89554,1.2928723,1,0,1,0,0
1053108,500,76,3,51.623718,7.38097,5.1707783,1,1,1,0,0
1053112,315,71.400002,2,51.798679,12.96216,2.7936871,1,0,1,0,0
1053114,390,31,1,51.31316,9.4756603,0.94855988,1,1,0,0,0
1053115,603,60.32,2,51.331181,12.36542,2.7525973,0,1,1,0,0
1053116,481.25,76.709999,3,52.121529,11.63352,6.2777724,0,0,1,0,0
1053117,330,66.050003,2,50.722912,12.4922,1.5701416,0,0,1,0,0
1053120,265,47.400002,2,51.197861,12.38922,3.584254,0,0,0,0,0
1053122,335,66.959999,2,51.200729,12.38232,0.52075744,0,0,0,0,0
1053123,376.79999,47.099998,2,51.108688,13.66951,0.75612539,0,1,1,1,0
1053124,350,54.25,2.5,51.510201,6.8617601,4.9283652,0,0,0,0,0
1053125,280,56,2,53.667839,13.54673,6.8091345,0,0,0,0,0
1053129,355,40.43,1,50.982029,11.03678,6.37151,0,1,0,0,0
1053130,290,42.380001,2,54.79026,9.4387598,1.1095084,0,0,0,0,0
1053131,247,58.830002,3,53.671291,13.55372,7.4329271,1,0,0,0,0
1053132,550,26,1,53.5672,10.17792,1.0855069,1,1,0,1,0
1053133,320.12,60.400002,2,50.81852,12.85808,8.0034981,1,0,1,0,1
1053134,247,58.799999,3,53.670021,13.55334,3.7565129,1,0,0,0,0
1053135,309,65,2,50.838879,12.95365,1.0708944,0,0,0,1,0
1053136,350,61,2,50.916382,13.35371,0.67650002,0,0,1,1,0
1053137,310,68,3,50.84153,12.05543,2.538043,1,0,1,0,0
1053138,217,41.419998,2,50.837589,12.90423,3.3658988,1,0,0,0,0
1053139,283,62.790001,3,53.668869,13.55503,9.4920759,1,0,0,0,0
1053142,311,62.220001,3,53.669071,13.55076,2.3214533,1,0,0,0,0
1053144,243.96001,57,3,50.499359,12.16111,5.6141629,1,0,1,0,0
1053145,620,112.34,4,51.902119,11.04281,0.32589567,1,0,0,0,0
1053147,495,90.760002,3,51.902241,11.04267,5.3981767,1,0,0,0,0
1053148,312,59.700001,3,54.325851,13.05037,0.18759295,1,0,0,0,0
1053149,260,46,1,51.902088,11.04343,3.611659,0,0,0,0,0
1053150,260,46,1,51.902088,11.04343,6.559978,0,0,0,0,0
1053153,320,58.48,2,51.90276,11.04249,3.297581,1,0,0,0,0
1053155,400,73.510002,3,51.902409,11.04178,1.684202,1,0,0,0,0
1053156,350,63.900002,2,51.902409,11.04178,3.7353423,1,0,0,0,0
1053157,410,75,3,51.90202,11.04195,1.3011653,0,0,0,0,0
1053158,459,75,3,53.042511,8.5883198,0.99281275,1,0,1,0,0
1053159,800,75.82,3,54.468529,9.0551004,2.3979182,1,1,0,0,0
1053161,456,63.720001,2,51.345711,12.48236,0.44799611,1,0,1,0,0
1053162,356.5,72.589996,2,52.049011,10.37458,2.4791541,0,0,0,0,0
1053164,758.26001,58.779999,2,49.790829,9.9663401,6.1777487,1,1,0,0,0
1053165,310,40,1,51.549648,14.05549,2.4460671,1,1,1,1,0
1053170,650,68,2,51.283089,6.1977501,0.60720283,1,0,0,0,0
1053171,770,95,2,51.283089,6.1977501,1.741155,1,0,1,0,0
1053172,351.85001,70.370003,3,51.513512,11.9018,6.3981986,1,0,1,0,0
1053173,450,51.5,2,49.499161,8.4147596,3.8044162,1,1,1,0,0
1053175,958.04999,63.869999,2,52.537411,13.20481,4.1217442,0,1,0,0,0
1053177,452.10001,92.699997,4,53.534599,8.0769701,4.671524,1,0,1,0,0
1053182,420,66,2,51.345531,12.31875,9.9741077,1,0,1,0,0
1053183,277.20001,46.200001,2,50.945808,10.69059,2.5797853,0,0,0,0,0
1053184,390,76,2,51.976898,10.13722,1.2675087,0,0,1,0,0
1053185,235,55.32,3,50.762089,12.543,4.9569602,1,0,1,0,0
1053186,350,59.57,3,51.418659,6.7125301,5.9244366,0,0,0,0,0
1053187,350,69,4,50.8438,12.06939,0.27659282,1,0,1,0,0
1053188,417.82001,64.279999,3,51.002312,13.79906,0.96678221,1,0,1,0,0
1053189,1780,94,3,48.096062,11.49954,2.797673,1,0,1,0,0
1053190,375.31,67,3,51.632332,13.70637,3.332042,0,0,0,0,0
1053193,333.89001,68.139999,3,52.148029,11.58051,3.0030138,1,0,1,0,0
1053194,240,47.43,2,53.61842,11.40943,8.77911,1,0,0,0,0
1053195,296,37,2,51.3293,12.32504,1.067948,0,0,1,0,0
1053198,510,97,3,51.484509,6.9992599,3.4160669,1,0,0,0,0
1053199,814,95.769997,4,49.538651,8.3352804,5.0641422,1,0,0,0,0
1053200,540,82.889999,4,51.270378,8.8900404,3.4373109,1,0,0,0,0
1053201,406,80,3,51.580372,7.2352099,0.93506551,1,0,0,0,0
1053203,305,76.300003,4,53.669472,13.5515,0.74880219,1,0,0,0,0
1053204,365.38,80,3,51.326351,7.8628001,3.0968053,0,0,1,0,0
1053206,175.8,35.5,2,50.865051,13.18144,0.96257257,1,0,1,0,0
1053207,343,76.199997,4,53.668861,13.55509,1.9593478,1,0,0,0,0
1053209,300,58.959999,3,51.532051,11.53845,6.2817822,0,0,1,0,0
1053212,285,57.650002,3,51.531261,11.53206,6.117095,0,0,1,0,0
1053213,305,59.490002,3,51.533161,11.53407,7.7607145,0,0,1,0,0
1053214,480,77,3,51.689659,8.6870203,2.3539112,1,0,1,0,1
1053215,469,90.029999,4,53.575569,7.76263,0.102003,1,0,0,0,0
1053217,315,62.450001,3,51.53286,11.53741,8.857048,0,0,1,0,0
1053219,335,60.709999,3,51.539089,11.5444,0.45820731,1,0,1,0,0
1053220,305,61.119999,3,51.535961,11.5429,4.8773012,1,0,1,0,0
1053224,324.82001,59.599998,3,50.894932,12.09116,2.6821492,1,0,1,0,0
1053225,621.34998,30,1,52.43618,13.54205,3.8617222,1,1,1,1,0
1053226,343.12,82.029999,3,50.837589,12.05112,6.3760986,1,0,1,0,0
1053228,305,61.119999,3,51.53606,11.54296,2.1270308,1,0,1,0,0
1053232,305,61.32,3,51.537868,11.54356,2.7816851,1,0,1,0,0
1053234,215,42.330002,2,51.53894,11.54244,2.5415285,0,0,1,0,0
1053236,410,90,4,51.066669,13.17976,1.5168576,0,0,1,0,0
1053237,375,56.099998,2,50.327862,7.6100101,0.2336022,1,0,1,0,0
1053239,305,62.860001,3,53.31741,13.86966,4.759088,1,0,1,0,0
1053241,970,89,2,48.00082,7.7132902,4.2807312,1,0,0,0,1
1053242,452.73001,88.769997,4,54.519032,9.5781603,3.734983,1,0,0,0,0
1053244,296.39999,37.049999,2,48.646252,12.49349,0.36795408,0,0,1,0,0
1053245,249,53.150002,2,50.831959,12.95069,2.8627472,0,0,1,0,0
1053249,259,55.84,2,50.91201,13.34951,4.3093638,0,0,0,0,0
1053250,335,67.5,3,50.823669,12.93768,5.3523555,1,0,1,0,0
1053251,332,63.310001,3,53.523102,8.0968304,0.95854473,0,1,0,0,0
1053252,230,45,2.5,51.531021,7.1238399,2.3231928,0,0,0,0,0
1053254,259,60,3,51.902409,11.07412,4.015749,1,0,0,0,0
1053255,443.10001,44.310001,1,52.265942,10.52993,2.242171,0,0,0,0,0
1053256,348.35999,70.949997,3,51.064819,12.26811,6.3595276,0,0,0,0,0
1053259,537.5,43,2,51.623852,13.71419,7.4920311,1,1,0,1,0
1053260,352,70.230003,3,52.037369,11.22986,6.4629598,1,0,1,0,0
1053261,365,75.949997,4,52.03548,11.23099,1.6474172,1,0,1,0,0
1053263,275.39999,54,2,50.78231,12.71382,2.4976456,1,0,1,0,0
1053267,950,140,4.5,49.297279,8.8224401,4.2035789,1,0,0,0,0
1053269,272,61.09,3,51.44458,14.08723,5.1308603,1,0,1,0,0
1053273,290,49.049999,2,50.981739,10.33359,7.1162858,1,0,0,0,0
1053274,230,60,3,53.454639,14.20837,4.3741212,1,0,0,0,0
1053275,213.2,41,2,50.781601,12.71594,0.967637,1,0,1,0,0
1053279,360,81.489998,4,50.623699,12.3086,0.35970199,0,1,0,0,0
1053280,230,44.029999,2,50.651199,12.2217,3.848047,0,1,0,1,0
1053282,305,61,2,50.88459,12.0713,0.63990349,0,1,0,0,0
1053283,380,100,4,50.652,12.1973,2.5804734,0,1,0,0,0
1053287,1100,104,3,49.20517,7.5953698,4.4133663,1,1,0,1,0
1053293,300,60,2,51.148811,11.80707,4.1814384,0,0,1,0,0
1053294,640,87.239998,3,51.345982,12.41841,6.5866261,1,0,0,0,0
1053296,300,47.119999,2.5,51.510029,7.0724602,4.1862521,0,0,0,0,0
1053298,320,57.759998,2,50.832829,12.89814,4.5057836,0,0,1,0,0
1053299,329,59.279999,4.5,51.534672,7.1100101,2.8413098,0,0,0,0,1
1053300,1590,123.14,4.5,48.516048,9.0676403,6.3515296,1,0,1,0,0
1053303,343,61,2,51.48008,11.99455,4.0849953,0,0,1,0,0
1053304,430,43,1,53.539661,10.16405,2.6671741,1,1,1,0,1
1053308,530,62,2,48.546551,12.15693,8.1537199,1,1,1,0,1
1053309,660,137.3,4,50.85733,13.17201,6.4914694,0,0,0,1,0
1053310,1500,110,3,52.5065,13.2976,1.0709822,0,1,0,0,0
1053311,335,55,3,50.726799,12.4936,2.7202914,1,0,1,0,0
1053312,298,54.16,3,51.347301,7.4327798,1.7710084,0,0,0,0,0
1053314,660,82.330002,3,50.586731,8.6749096,0.032560691,0,0,0,0,0
1053320,230,49.200001,2,51.598282,12.59247,2.5059543,1,0,0,0,0
1053321,320,61.5,3,54.111469,12.15636,5.5674415,1,0,1,0,0
1053322,402,57.299999,2,51.027569,13.79751,4.3769851,0,0,1,0,0
1053323,310,55.77,2,51.821838,12.25009,6.0622559,1,0,0,0,0
1053328,250,58,2,50.501961,12.14139,3.9440207,0,0,0,0,0
1053330,455,72.150002,4,54.369759,10.98217,6.6154475,0,0,0,0,0
1053331,550,63,2,48.666142,10.18646,7.7368326,1,1,0,1,0
1053332,1100,135,4,49.384689,11.34516,5.0381818,1,0,1,0,0
1053333,200,32.68,1,52.597931,11.85285,2.9790413,0,0,0,0,0
1053334,345,61.59,3,51.478458,11.93488,2.1694629,0,0,1,0,0
1053335,300,61.110001,2,51.643791,11.14062,3.6723506,0,0,0,0,0
1053337,340,79,3,53.488091,8.4841805,2.6630416,1,0,0,0,0
1053338,240,45.860001,2,50.981468,12.98155,6.7117586,0,0,1,0,0
1053339,345,71.839996,4,50.967178,12.98216,4.5569825,0,0,1,0,0
1053340,250,47.529999,2,50.96743,12.9829,4.5871911,0,0,1,0,0
1053341,290,58.540001,3,50.967609,12.98333,3.661185,0,0,1,0,0
1053342,850,75.839996,2,52.383751,13.04675,4.5404654,1,0,1,0,0
1053344,389,54.619999,1,51.009769,13.7671,1.0075566,1,1,1,1,0
1053346,890,57.790001,2,54.434212,13.5748,0.69680357,1,1,1,1,0
1053348,230,57.73,2,50.972569,14.27611,2.5740337,0,1,0,0,0
1053352,520,101.68,3,51.025021,11.5177,1.8254325,0,0,1,0,0
1053354,1725,138,4.5,48.532028,9.0798702,5.069706,1,1,1,0,0
1053355,290,60.009998,3,51.435551,14.26376,4.2935276,0,0,1,0,0
1053356,282.44,62.43,3,51.435379,14.26325,1.7322583,1,0,1,0,0
1053357,1598.4,148,4,51.332088,12.3852,7.1149969,1,0,1,0,0
1053358,295,60.470001,3,51.436008,14.27188,2.549139,1,0,1,0,0
1053360,240,59.779999,2,50.972569,14.27611,2.9788849,0,0,0,0,0
1053361,240,53.900002,2,50.85508,12.94849,3.2475474,1,0,1,1,0
1053362,1297.1801,118.14,4,51.342209,12.38685,4.0324225,1,1,0,0,0
1053363,329,52,3,51.414749,7.27104,3.5937314,0,0,1,0,0
1053365,273,61.59,3,50.848011,12.06493,3.1624603,1,0,1,0,0
1053366,302.82001,78.25,3.5,51.513378,7.15767,1.6238658,0,0,0,0,0
1053367,292,49,2,51.897701,11.0486,3.3594942,1,0,0,0,0
1053370,490,86,2,51.447529,7.0757198,1.5972822,0,0,0,0,0
1053372,244,58.939999,2,50.834751,12.9384,7.8151851,1,0,1,0,0
1053373,300,67,3,50.99382,12.44242,6.1707439,0,0,0,0,0
1053374,360,63,2,50.82608,10.95359,7.15907,1,0,1,0,0
1053380,224,36,1,50.844231,12.05809,4.6408358,1,0,1,0,0
1053382,378,85.470001,3,52.09375,11.29499,3.2817469,1,0,1,0,0
1053385,200.05,41.5,1.5,51.63015,13.70665,0.65406543,0,0,1,0,0
1053386,279,62,2,50.989979,12.43161,1.1557724,1,0,0,0,0
1053387,1390,131,3,51.33831,6.8974299,1.8669679,1,1,0,0,0
1053388,350,57.299999,2,51.459351,7.0348902,1.5589443,0,0,0,0,0
1053389,310,59,3,50.68375,12.50898,1.6345619,1,0,1,0,0
1053390,467,83,3,51.095219,14.66594,3.3271945,0,0,1,1,0
1053392,693,66,2,53.368729,9.7156696,1.4442123,1,1,0,1,1
1053395,492,80.900002,3,51.54372,7.2072301,5.4409504,0,0,0,0,0
1053398,336,56,2,51.27058,7.2227402,1.1082727000000001,1,0,0,0,0
1053399,390,68.910004,3,51.633381,7.33038,3.7882266000000002,0,0,0,0,0
1053400,380,63.110001,3,51.33213,7.6475902,7.4093747,1,0,1,0,0
1053401,335,64.339996,2,51.500278,14.62929,5.2851677,1,0,1,0,0
1053402,406.41,82.940002,3,51.455662,6.6967101,3.1213558,0,0,0,0,0
1053405,200,42.5,1,51.066631,13.1817,2.1538086,0,0,0,0,0
1053406,255,53.369999,2,51.066631,13.1817,8.4009304,0,0,0,0,0
